Location,temperature_mean,temperature_std,temperature_min,temperature_max,humidity_mean,humidity_std,humidity_min,humidity_max,co2_mean,co2_std,co2_min,co2_max,pir_mean,pir_std,pir_min,pir_max,light_mean,light_std,light_min,light_max,CO2_Rank,Humidity_Rank,Light_Rank,Temperature_Rank,PIR_Rank,description
TY-0401,21.6475218760938,1.4755900549678158,18.6,26.6,30.785089254462722,12.049959660125376,4,69,564.5704935246762,170.03158627543158,312,2811,1.5624431221561077,3.537140372846983,0,29,40.234826741337066,41.062363962223884,0,1115,Good,Good,Dark,Comfortable,Occupied,"The room TY-0401 has a mean temperature of 21.6475218760938°C with a standard deviation of 1.4755900549678158°C, ranging from 18.6°C to 26.6°C. The average humidity is 30.785089254462722% with a standard deviation of 12.049959660125376%, ranging from 4% to 69%. The average CO2 level is 564.5704935246762 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0402,21.528365754846483,2.1499319705090985,17.1,27.0,30.313690695416344,12.115852441942273,4,69,566.456323032109,172.16881670491287,374,2876,1.6858740415843574,4.070993534335036,0,29,63.46057521679445,66.75152105953902,0,1181,Good,Good,Dark,Comfortable,Occupied,"The room TY-0402 has a mean temperature of 21.528365754846483°C with a standard deviation of 2.1499319705090985°C, ranging from 17.1°C to 27.0°C. The average humidity is 30.313690695416344% with a standard deviation of 12.115852441942273%, ranging from 4% to 69%. The average CO2 level is 566.456323032109 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0403,21.407105676855895,1.706575693482969,18.1,26.9,30.972471615720526,11.983980462173662,4,69,586.7085414847162,422.5393359266207,334,65533,1.5495196506550217,4.246599829713486,0,29,65.65201746724891,69.15486099818494,1,1128,Good,Good,Dark,Comfortable,Occupied,"The room TY-0403 has a mean temperature of 21.407105676855895°C with a standard deviation of 1.706575693482969°C, ranging from 18.1°C to 26.9°C. The average humidity is 30.972471615720526% with a standard deviation of 11.983980462173662%, ranging from 4% to 69%. The average CO2 level is 586.7085414847162 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0404,21.256127928852404,1.69032020027984,18.1,26.7,30.86652984436463,11.688479430362975,5,68,550.0081067213956,178.97863509109288,336,2876,1.5665811527278946,4.291999673275413,0,29,68.3347357619292,70.28473406052801,1,875,Good,Good,Dark,Comfortable,Occupied,"The room TY-0404 has a mean temperature of 21.256127928852404°C with a standard deviation of 1.69032020027984°C, ranging from 18.1°C to 26.7°C. The average humidity is 30.86652984436463% with a standard deviation of 11.688479430362975%, ranging from 5% to 68%. The average CO2 level is 550.0081067213956 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0405,21.297148927421013,1.7105710594610972,18.0,26.7,30.84569255020218,11.637306072296923,5,68,525.9967103008704,176.3366457889552,355,2865,1.847303132067713,4.880504092817675,0,29,76.74079912274689,79.18171889994045,2,1094,Good,Good,Dark,Comfortable,Occupied,"The room TY-0405 has a mean temperature of 21.297148927421013°C with a standard deviation of 1.7105710594610972°C, ranging from 18.0°C to 26.7°C. The average humidity is 30.84569255020218% with a standard deviation of 11.637306072296923%, ranging from 5% to 68%. The average CO2 level is 525.9967103008704 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0406,21.399814214189,1.724190937939621,18.0,27.1,31.101331989797526,11.603301314167217,5,69,572.0187990049438,181.74830039464078,348,2892,1.659413672576125,4.545754218733841,0,29,74.61980035897598,74.0350596515747,2,1233,Good,Good,Dark,Comfortable,Occupied,"The room TY-0406 has a mean temperature of 21.399814214189°C with a standard deviation of 1.724190937939621°C, ranging from 18.0°C to 27.1°C. The average humidity is 31.101331989797526% with a standard deviation of 11.603301314167217%, ranging from 5% to 69%. The average CO2 level is 572.0187990049438 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0407,21.22483923351738,1.7034708923568562,18.0,26.7,31.276745696654757,11.57112344245702,5,69,561.7063007469958,173.88008801155715,355,2826,1.2141604417018512,3.740302241923506,0,29,41.5642416368951,41.19057771570944,2,1101,Good,Good,Dark,Comfortable,Occupied,"The room TY-0407 has a mean temperature of 21.22483923351738°C with a standard deviation of 1.7034708923568562°C, ranging from 18.0°C to 26.7°C. The average humidity is 31.276745696654757% with a standard deviation of 11.57112344245702%, ranging from 5% to 69%. The average CO2 level is 561.7063007469958 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0408,21.19148017409781,1.686827090138991,17.9,26.6,31.034579663456597,11.7609656730329,4,70,550.3240344083074,168.5164205346458,323,2824,0.7152404126255184,2.5720739126955703,0,28,30.61520271428082,32.785519838167545,0,994,Good,Good,Dark,Comfortable,Free,"The room TY-0408 has a mean temperature of 21.19148017409781°C with a standard deviation of 1.686827090138991°C, ranging from 17.9°C to 26.6°C. The average humidity is 31.034579663456597% with a standard deviation of 11.7609656730329%, ranging from 4% to 70%. The average CO2 level is 550.3240344083074 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Free for occupancy."
TY-0409,20.99305082567628,1.4679519037632058,18.1,26.7,32.235751461800426,12.511690348078881,5,76,591.5701342928742,175.78049860967238,340,3007,2.9478570969607403,4.658235776383714,0,29,62.02024031356422,65.15907584223221,1,1663,Good,Good,Dark,Comfortable,Occupied,"The room TY-0409 has a mean temperature of 20.99305082567628°C with a standard deviation of 1.4679519037632058°C, ranging from 18.1°C to 26.7°C. The average humidity is 32.235751461800426% with a standard deviation of 12.511690348078881%, ranging from 5% to 76%. The average CO2 level is 591.5701342928742 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0410,20.752805591677504,1.6170582944948655,17.5,26.8,32.882769830949286,13.681157538349689,5,77,809.9765929778933,4503.651888661967,263,65533,3.1133940182054616,4.766720633161378,0,28,38.4675877763329,65.42021552847693,1,2246,Average,Good,Dark,Comfortable,Occupied,"The room TY-0410 has a mean temperature of 20.752805591677504°C with a standard deviation of 1.6170582944948655°C, ranging from 17.5°C to 26.8°C. The average humidity is 32.882769830949286% with a standard deviation of 13.681157538349689%, ranging from 5% to 77%. The average CO2 level is 809.9765929778933 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0411,20.83849297318848,1.4734045809785634,18.1,26.2,31.633210405661316,12.730760074422593,5,73,1081.0831256852387,6007.153782578454,0,65533,1.3346955048340476,2.977021649289056,0,28,35.104289179042496,43.81750116193125,0,1296,Hazardous,Good,Dark,Comfortable,Occupied,"The room TY-0411 has a mean temperature of 20.83849297318848°C with a standard deviation of 1.4734045809785634°C, ranging from 18.1°C to 26.2°C. The average humidity is 31.633210405661316% with a standard deviation of 12.730760074422593%, ranging from 5% to 73%. The average CO2 level is 1081.0831256852387 ppm, and the room is generally considered Hazardous for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0501,21.75959088764575,1.5326473943359427,18.9,26.6,30.404832513311316,11.691382671618664,5,68,533.1822470849902,173.9796686315699,353,2873,2.3783783783783785,4.385347549438064,0,29,70.24789377906585,56.514321340787276,1,1063,Good,Good,Dark,Comfortable,Occupied,"The room TY-0501 has a mean temperature of 21.75959088764575°C with a standard deviation of 1.5326473943359427°C, ranging from 18.9°C to 26.6°C. The average humidity is 30.404832513311316% with a standard deviation of 11.691382671618664%, ranging from 5% to 68%. The average CO2 level is 533.1822470849902 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0502,21.68811638388123,1.7028014203731854,18.3,27.3,30.48084570519618,11.689593342127493,5,68,579.1038242311771,2219.878738843358,300,65533,2.120194856839873,4.076497405096812,0,29,75.62254772004242,66.59728998184255,0,1069,Good,Good,Dark,Comfortable,Occupied,"The room TY-0502 has a mean temperature of 21.68811638388123°C with a standard deviation of 1.7028014203731854°C, ranging from 18.3°C to 27.3°C. The average humidity is 30.48084570519618% with a standard deviation of 11.689593342127493%, ranging from 5% to 68%. The average CO2 level is 579.1038242311771 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0503,21.821650375689874,1.6870897855540825,18.7,27.6,29.994614003590666,11.417005343813532,5,67,578.303311390385,172.4041604207335,367,2888,1.507181328545781,3.366735120357674,0,29,69.3899860363056,67.49391662651568,1,1259,Good,Average,Dark,Comfortable,Occupied,"The room TY-0503 has a mean temperature of 21.821650375689874°C with a standard deviation of 1.6870897855540825°C, ranging from 18.7°C to 27.6°C. The average humidity is 29.994614003590666% with a standard deviation of 11.417005343813532%, ranging from 5% to 67%. The average CO2 level is 578.303311390385 ppm, and the room is generally considered Good for CO2 levels, Average for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0504,21.472174669450244,1.6493036244328227,18.4,26.9,30.85758524704245,11.557853750261666,5,68,563.3133959638135,178.68870988865052,362,2908,1.9372999304105776,4.146307419513494,0,29,66.32745302713988,65.8134779092449,1,1139,Good,Good,Dark,Comfortable,Occupied,"The room TY-0504 has a mean temperature of 21.472174669450244°C with a standard deviation of 1.6493036244328227°C, ranging from 18.4°C to 26.9°C. The average humidity is 30.85758524704245% with a standard deviation of 11.557853750261666%, ranging from 5% to 68%. The average CO2 level is 563.3133959638135 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0505,21.437757523645747,1.6796395529018169,18.2,26.8,30.251212381771282,11.726978203018867,4,68,565.4804815133276,170.12987622434724,361,2887,1.303250214961307,3.7821845483602807,0,28,42.857093723129836,44.513647202257,1,1084,Good,Good,Dark,Comfortable,Occupied,"The room TY-0505 has a mean temperature of 21.437757523645747°C with a standard deviation of 1.6796395529018169°C, ranging from 18.2°C to 26.8°C. The average humidity is 30.251212381771282% with a standard deviation of 11.726978203018867%, ranging from 4% to 68%. The average CO2 level is 565.4804815133276 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0506,21.204992706537595,1.6872688707977042,18.1,26.6,30.775427662113778,11.667245368724428,4,69,574.414964858772,175.69029501592894,366,2919,1.9568691155019229,5.5047724024679505,0,29,44.246054899880654,46.81570003324668,1,1583,Good,Good,Dark,Comfortable,Occupied,"The room TY-0506 has a mean temperature of 21.204992706537595°C with a standard deviation of 1.6872688707977042°C, ranging from 18.1°C to 26.6°C. The average humidity is 30.775427662113778% with a standard deviation of 11.667245368724428%, ranging from 4% to 69%. The average CO2 level is 574.414964858772 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0509,21.203196278511406,1.478892880257127,18.2,26.8,31.970828331332534,12.356327174661438,5,74,546.4165966386555,175.86543567964716,349,2930,2.996698679471789,4.695601136569927,0,29,63.0577430972389,64.39050913189752,1,1580,Good,Good,Dark,Comfortable,Occupied,"The room TY-0509 has a mean temperature of 21.203196278511406°C with a standard deviation of 1.478892880257127°C, ranging from 18.2°C to 26.8°C. The average humidity is 31.970828331332534% with a standard deviation of 12.356327174661438%, ranging from 5% to 74%. The average CO2 level is 546.4165966386555 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0510,20.92338203314037,1.447820377160209,18.3,25.8,32.25513798278661,12.598150192832348,5,72,607.2571288554014,3897.0827103046922,0,65533,2.662317375723606,4.280511392724483,0,27,37.000030628809455,70.42661137702524,0,2284,Average,Good,Dark,Comfortable,Occupied,"The room TY-0510 has a mean temperature of 20.92338203314037°C with a standard deviation of 1.447820377160209°C, ranging from 18.3°C to 25.8°C. The average humidity is 32.25513798278661% with a standard deviation of 12.598150192832348%, ranging from 5% to 72%. The average CO2 level is 607.2571288554014 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0601,22.153942315332255,1.5917729150188662,19.0,26.8,31.681886802447227,10.9007286797806,5,69,378.8613766983606,151.15444024838501,198,2479,3.34165850041052,6.009920915939466,0,29,184.64901872500462,295.6197901965782,0,1700,Good,Good,Dim,Comfortable,Occupied,"The room TY-0601 has a mean temperature of 22.153942315332255°C with a standard deviation of 1.5917729150188662°C, ranging from 19.0°C to 26.8°C. The average humidity is 31.681886802447227% with a standard deviation of 10.9007286797806%, ranging from 5% to 69%. The average CO2 level is 378.8613766983606 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0602,22.176486314786384,1.682744123129622,18.7,27.2,31.438694478267774,10.972183997494547,4,68,379.5577320133411,155.96828050459027,199,4369,3.0730583937741542,5.659629339694508,0,29,209.7268780771878,350.52614886691276,0,1210,Good,Good,Dim,Comfortable,Occupied,"The room TY-0602 has a mean temperature of 22.176486314786384°C with a standard deviation of 1.682744123129622°C, ranging from 18.7°C to 27.2°C. The average humidity is 31.438694478267774% with a standard deviation of 10.972183997494547%, ranging from 4% to 68%. The average CO2 level is 379.5577320133411 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0603,21.8178304197564,1.6045626604419356,18.2,27.3,30.512901385766533,11.513007949156961,5,76,534.9456430560682,176.08078044919907,337,2917,2.364023755997718,4.446528557127947,0,29,112.08945408180385,107.3124813037212,2,2111,Good,Good,Dim,Comfortable,Occupied,"The room TY-0603 has a mean temperature of 21.8178304197564°C with a standard deviation of 1.6045626604419356°C, ranging from 18.2°C to 27.3°C. The average humidity is 30.512901385766533% with a standard deviation of 11.513007949156961%, ranging from 5% to 76%. The average CO2 level is 534.9456430560682 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0604,21.527562354506156,1.585389411775385,18.0,26.9,30.502893249085467,11.536801262676038,5,79,475.30675091453276,175.24368352621357,286,2851,2.269571000997672,4.190152734885058,0,29,68.20399068839374,72.14273285687119,1,1745,Good,Good,Dark,Comfortable,Occupied,"The room TY-0604 has a mean temperature of 21.527562354506156°C with a standard deviation of 1.585389411775385°C, ranging from 18.0°C to 26.9°C. The average humidity is 30.502893249085467% with a standard deviation of 11.536801262676038%, ranging from 5% to 79%. The average CO2 level is 475.30675091453276 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0605,21.84719277828453,1.5966090761774143,18.3,27.2,30.61268203692637,11.340287429324858,5,75,507.5997232095115,175.5679637755766,89,2859,2.2197653571540905,4.076024435228111,0,29,77.07262604975938,75.71215931253795,0,1312,Good,Good,Dark,Comfortable,Occupied,"The room TY-0605 has a mean temperature of 21.84719277828453°C with a standard deviation of 1.5966090761774143°C, ranging from 18.3°C to 27.2°C. The average humidity is 30.61268203692637% with a standard deviation of 11.340287429324858%, ranging from 5% to 75%. The average CO2 level is 507.5997232095115 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0606,21.600915308790988,1.6029240361347277,18.0,27.0,30.751726681418898,11.548160804822835,5,78,543.5873063769865,177.0829977790189,351,2974,2.17333869778046,4.032175034005948,0,29,68.79128947897807,70.88201352700924,1,1871,Good,Good,Dark,Comfortable,Occupied,"The room TY-0606 has a mean temperature of 21.600915308790988°C with a standard deviation of 1.6029240361347277°C, ranging from 18.0°C to 27.0°C. The average humidity is 30.751726681418898% with a standard deviation of 11.548160804822835%, ranging from 5% to 78%. The average CO2 level is 543.5873063769865 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0607,21.44720729684909,1.6258706896610868,18.1,26.8,31.063548922056384,11.556061037118152,5,78,549.2292205638474,178.5133659426726,316,3000,2.2309121061359867,4.142269061610425,0,29,66.41237147595356,72.65885833604652,1,2230,Good,Good,Dark,Comfortable,Occupied,"The room TY-0607 has a mean temperature of 21.44720729684909°C with a standard deviation of 1.6258706896610868°C, ranging from 18.1°C to 26.8°C. The average humidity is 31.063548922056384% with a standard deviation of 11.556061037118152%, ranging from 5% to 78%. The average CO2 level is 549.2292205638474 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0608,21.426526717557252,1.565174879168676,18.3,26.7,31.129089422028354,11.771485462557637,5,72,650.174141221374,191.80104484831654,320,3192,2.7558615049073065,4.58666407832361,0,29,63.66770038167939,67.7432246737197,1,1366,Average,Good,Dark,Comfortable,Occupied,"The room TY-0608 has a mean temperature of 21.426526717557252°C with a standard deviation of 1.565174879168676°C, ranging from 18.3°C to 26.7°C. The average humidity is 31.129089422028354% with a standard deviation of 11.771485462557637%, ranging from 5% to 72%. The average CO2 level is 650.174141221374 ppm, and the room is generally considered Average for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0609,21.39281207133059,1.5063073614110718,18.5,26.7,31.37344916933394,11.928313232522688,5,72,556.7686937966773,185.09693417533535,327,3017,2.9541533302850174,4.621323918340183,0,29,64.59853680841336,66.66878493586056,1,1656,Good,Good,Dark,Comfortable,Occupied,"The room TY-0609 has a mean temperature of 21.39281207133059°C with a standard deviation of 1.5063073614110718°C, ranging from 18.5°C to 26.7°C. The average humidity is 31.37344916933394% with a standard deviation of 11.928313232522688%, ranging from 5% to 72%. The average CO2 level is 556.7686937966773 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0701,22.260443512912072,1.5806947641248767,19.2,26.7,31.88216115510014,10.848496609579952,5,69,387.6470527350825,156.12965340133366,208,2560,4.511592402835999,7.147044925953199,0,29,222.48481084717693,321.46120201540816,1,2257,Good,Good,Dim,Comfortable,Occupied,"The room TY-0701 has a mean temperature of 22.260443512912072°C with a standard deviation of 1.5806947641248767°C, ranging from 19.2°C to 26.7°C. The average humidity is 31.88216115510014% with a standard deviation of 10.848496609579952%, ranging from 5% to 69%. The average CO2 level is 387.6470527350825 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0702,22.24018954384503,1.5986041654979035,19.0,26.9,31.741069568839826,10.76182394663293,5,68,375.8106384086649,154.510599951125,167,2498,4.503645073942929,7.155164792184242,0,29,243.00585815455113,381.6566392588526,1,1335,Good,Good,Dim,Comfortable,Occupied,"The room TY-0702 has a mean temperature of 22.24018954384503°C with a standard deviation of 1.5986041654979035°C, ranging from 19.0°C to 26.9°C. The average humidity is 31.741069568839826% with a standard deviation of 10.76182394663293%, ranging from 5% to 68%. The average CO2 level is 375.8106384086649 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0703,21.836526565686963,1.5283617810651746,18.9,27.1,30.312033971979805,11.546286374854033,5,74,548.7977730965995,176.80791390121453,364,2947,4.649212558932692,6.984680260493564,0,29,115.7647039154713,119.94584719918737,1,1890,Good,Good,Dim,Comfortable,Occupied,"The room TY-0703 has a mean temperature of 21.836526565686963°C with a standard deviation of 1.5283617810651746°C, ranging from 18.9°C to 27.1°C. The average humidity is 30.312033971979805% with a standard deviation of 11.546286374854033%, ranging from 5% to 74%. The average CO2 level is 548.7977730965995 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0704,21.668635359646597,1.5872558609060679,18.8,26.9,30.827939434681007,11.454903232636468,5,74,588.9882198533884,180.33913723807743,378,3045,3.567431735971062,5.87283260310139,0,29,102.8169275585006,110.32202716119117,1,2156,Good,Good,Dim,Comfortable,Occupied,"The room TY-0704 has a mean temperature of 21.668635359646597°C with a standard deviation of 1.5872558609060679°C, ranging from 18.8°C to 26.9°C. The average humidity is 30.827939434681007% with a standard deviation of 11.454903232636468%, ranging from 5% to 74%. The average CO2 level is 588.9882198533884 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0705,21.690594311950008,1.5983565488464668,18.3,27.1,30.637960719296007,11.308626139191281,5,76,537.6665922713939,185.41758627001303,258,3051,2.7170960336691747,4.7028623854163385,0,29,88.47882923096545,92.55530811458584,1,2136,Good,Good,Dark,Comfortable,Occupied,"The room TY-0705 has a mean temperature of 21.690594311950008°C with a standard deviation of 1.5983565488464668°C, ranging from 18.3°C to 27.1°C. The average humidity is 30.637960719296007% with a standard deviation of 11.308626139191281%, ranging from 5% to 76%. The average CO2 level is 537.6665922713939 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0706,21.628477936270926,1.6007916016768666,18.4,27.0,30.49172411602122,11.495266771869296,5,71,584.0731009943769,183.35905185841867,347,3110,2.8612002414461353,4.972348829927454,0,29,107.277821901706,112.95454021991688,0,1700,Good,Good,Dim,Comfortable,Occupied,"The room TY-0706 has a mean temperature of 21.628477936270926°C with a standard deviation of 1.6007916016768666°C, ranging from 18.4°C to 27.0°C. The average humidity is 30.49172411602122% with a standard deviation of 11.495266771869296%, ranging from 5% to 71%. The average CO2 level is 584.0731009943769 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0707,21.535424212314496,1.5846524674344338,18.5,26.8,30.984070002243662,11.600503175065684,5,71,491.81842366742524,174.85170168889155,297,2910,2.721465431584346,4.739335048815614,0,29,79.01234013910702,84.23734328369666,1,1520,Good,Good,Dark,Comfortable,Occupied,"The room TY-0707 has a mean temperature of 21.535424212314496°C with a standard deviation of 1.5846524674344338°C, ranging from 18.5°C to 26.8°C. The average humidity is 30.984070002243662% with a standard deviation of 11.600503175065684%, ranging from 5% to 71%. The average CO2 level is 491.81842366742524 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0708,21.492163857793084,1.584041816889809,18.5,26.8,31.355824824701685,11.667935017572532,5,73,586.9221613974659,185.10256214100323,341,3100,3.2321933817197688,5.1423618688577175,0,29,99.37867511379014,108.44558220016884,0,1560,Good,Good,Dark,Comfortable,Occupied,"The room TY-0708 has a mean temperature of 21.492163857793084°C with a standard deviation of 1.584041816889809°C, ranging from 18.5°C to 26.8°C. The average humidity is 31.355824824701685% with a standard deviation of 11.667935017572532%, ranging from 5% to 73%. The average CO2 level is 586.9221613974659 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0709,21.373716575048917,1.5049510019933028,18.4,26.8,31.282928041243515,11.838096212809395,5,72,561.5699555886829,185.61657277013856,320,3091,3.1891052517158918,4.929415246309437,0,28,74.51678623559738,89.46289002918171,1,2151,Good,Good,Dark,Comfortable,Occupied,"The room TY-0709 has a mean temperature of 21.373716575048917°C with a standard deviation of 1.5049510019933028°C, ranging from 18.4°C to 26.8°C. The average humidity is 31.282928041243515% with a standard deviation of 11.838096212809395%, ranging from 5% to 72%. The average CO2 level is 561.5699555886829 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0801,21.761214895459606,2.537993525851627,0.0,27.0,30.51295929729061,11.719793014340494,0,68,515.172027712483,172.73033604133812,341,2793,5.2545775083508595,7.220047706105382,0,28,118.27152666089323,116.35556588596243,1,1294,Good,Good,Dim,Comfortable,Crowded,"The room TY-0801 has a mean temperature of 21.761214895459606°C with a standard deviation of 2.537993525851627°C, ranging from 0.0°C to 27.0°C. The average humidity is 30.51295929729061% with a standard deviation of 11.719793014340494%, ranging from 0% to 68%. The average CO2 level is 515.172027712483 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Crowded for occupancy."
TY-0802,21.693884051096127,1.5115970560215641,18.9,26.9,30.412055704265917,11.376247873280377,5,68,568.7596313488971,177.05782902165993,365,2896,5.526412089587639,7.589190600215056,0,29,125.13363602480263,144.3913794429042,1,1715,Good,Good,Dim,Comfortable,Crowded,"The room TY-0802 has a mean temperature of 21.693884051096127°C with a standard deviation of 1.5115970560215641°C, ranging from 18.9°C to 26.9°C. The average humidity is 30.412055704265917% with a standard deviation of 11.376247873280377%, ranging from 5% to 68%. The average CO2 level is 568.7596313488971 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Crowded for occupancy."
TY-0803,21.82842656803822,1.56099561706401,18.8,27.3,30.76853136076437,11.32202511468465,5,67,549.9093234704885,403.14355044695003,84,65533,5.609215595623363,7.725024472374365,0,29,122.73740175681924,152.35704989566014,1,1660,Good,Good,Dim,Comfortable,Crowded,"The room TY-0803 has a mean temperature of 21.82842656803822°C with a standard deviation of 1.56099561706401°C, ranging from 18.8°C to 27.3°C. The average humidity is 30.76853136076437% with a standard deviation of 11.32202511468465%, ranging from 5% to 67%. The average CO2 level is 549.9093234704885 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Crowded for occupancy."
TY-0804,21.64400254427371,1.6339839915045264,18.6,27.1,30.947373706939842,11.278451017943743,5,67,599.116467476817,677.5309457021053,93,65533,3.6307790164373475,5.876353633947787,0,29,94.8192561347126,132.01058879066537,0,1966,Good,Good,Dark,Comfortable,Occupied,"The room TY-0804 has a mean temperature of 21.64400254427371°C with a standard deviation of 1.6339839915045264°C, ranging from 18.6°C to 27.1°C. The average humidity is 30.947373706939842% with a standard deviation of 11.278451017943743%, ranging from 5% to 67%. The average CO2 level is 599.116467476817 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dark for light, Comfortable for temperature, and Occupied for occupancy."
TY-0805,21.529137886094098,1.658246002491461,18.4,27.2,30.49573178678483,11.281993943465611,5,67,574.168447803988,186.31315049333398,360,3059,3.818812719927017,6.2631762449336135,0,29,130.05613840740259,156.87187902356393,1,1432,Good,Good,Dim,Comfortable,Occupied,"The room TY-0805 has a mean temperature of 21.529137886094098°C with a standard deviation of 1.658246002491461°C, ranging from 18.4°C to 27.2°C. The average humidity is 30.49573178678483% with a standard deviation of 11.281993943465611%, ranging from 5% to 67%. The average CO2 level is 574.168447803988 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
TY-0806,21.45021007066013,1.6405439333993006,18.4,27.0,31.098287605831054,11.610116629782453,5,70,580.3047297727418,183.3173815826941,335,3061,3.6184034629830033,6.100885613450913,0,29,117.93201349544847,150.87749158717955,1,1755,Good,Good,Dim,Comfortable,Occupied,"The room TY-0806 has a mean temperature of 21.45021007066013°C with a standard deviation of 1.6405439333993006°C, ranging from 18.4°C to 27.0°C. The average humidity is 31.098287605831054% with a standard deviation of 11.610116629782453%, ranging from 5% to 70%. The average CO2 level is 580.3047297727418 ppm, and the room is generally considered Good for CO2 levels, Good for humidity, Dim for light, Comfortable for temperature, and Occupied for occupancy."
